,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift,time
0,1846.9909527896089,l_0c_10==True AND l_0c_12==True AND l_0c_13==True AND l_0c_16==True AND l_0c_2==True AND l_0c_9==True,2883.0,1812866.0,2332.0,1003618.0,1809983.0,0.0015902995588201224,0.9984097004411798,0.002323593239658914,0.9976764067603411,0.8088796392646549,0.5532018809016438,0.5536084851279687,1.4611041214039184,64.97045993804932
,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift,time
0,1236.5274159160326,l_0c_0==True AND l_0c_11==True AND l_0c_13==True AND l_0c_1==True AND l_0c_5==True AND l_0c_7==True,2909.0,1812866.0,2037.0,1003618.0,1809957.0,0.001604641490325264,0.9983953585096748,0.002029656702051976,0.997970343297948,0.7002406325197662,0.5533728149342775,0.5536084851279687,1.264866148787266,66.74554872512817
,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift,time
0,402.6301264514768,l_0c_15==True AND l_0c_3==True AND l_0c_4==True AND l_0c_8==True AND l_0c_9==True,2120.0,1812866.0,1734.0,1003618.0,1810746.0,0.0011694190304192367,0.9988305809695808,0.0017277490041031549,0.9982722509958969,0.8179245283018868,0.5532990270308481,0.5536084851279687,1.4774421821096555,111.93627572059631
,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift,time
0,125.86609767274058,l_0c_19==True AND l_0c_6==True AND l_0c_9==True,3098.0,1812866.0,1926.0,1003618.0,1809768.0,0.0017088963001126393,0.9982911036998874,0.0019190568523083484,0.9980809431476917,0.6216914138153647,0.5534919392982968,0.5536084851279687,1.1229802839305443,108.06631278991699
,quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift,time
0,0.0,l_0c_0==True,108852.0,1812866.0,58052.0,1003618.0,1704014.0,0.06004415108452583,0.9399558489154741,0.05784272502087447,0.9421572749791255,0.5333112850475875,0.5549050653339702,0.5536084851279687,0.9633365444612191,61.719310998916626
